gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
BnaA01G0047300WE,45.15207965,0.949376898,0.343610232,2.762947109,0.005728205,0.044547406
BnaA01G0048600WE,1745.636365,-0.54814756,0.083907647,-6.532748568,6.46E-11,1.32E-08
BnaA01G0050300WE,442.8305177,-0.536458579,0.139762728,-3.83835224,0.000123863,0.002537506
BnaA01G0051700WE,24.49210428,-1.47044368,0.424884437,-3.460808521,0.000538556,0.007761469
BnaA01G0054100WE,1143.317683,-1.376386992,0.314302017,-4.379186002,1.19E-05,0.000392596
BnaA01G0056100WE,155.8485381,-0.883034167,0.166022937,-5.31874801,1.04E-07,7.96E-06
BnaA01G0056900WE,72.49643759,0.833723728,0.276260342,3.01789147,0.0025454,0.024627631
BnaA01G0057000WE,108.5802326,-1.115610376,0.333959269,-3.340558209,0.000836102,0.010814863
BnaA01G0060200WE,44.71078806,1.072614996,0.290509779,3.692182061,0.000222338,0.003989101
BnaA01G0060400WE,85.96251339,-1.036068434,0.226371852,-4.576843027,4.72E-06,0.000184158
BnaA01G0064200WE,15.13059337,1.578060381,0.528092883,2.988225046,0.002806029,0.026438642
BnaA01G0068500WE,20.37531252,6.126235015,0.78586191,7.795561706,6.41E-15,3.52E-12
BnaA01G0069000WE,174.846414,0.728200626,0.199736492,3.645806618,0.000266554,0.004582333
BnaA01G0072800WE,213.1691884,0.550116482,0.147824839,3.721407618,0.000198115,0.003655573
BnaA01G0074500WE,705.8071925,-0.562205696,0.165487043,-3.397279254,0.000680595,0.009249043
BnaA01G0076900WE,33.58987177,-1.041747652,0.302153268,-3.447745766,0.000565286,0.008055979
BnaA01G0077500WE,113.614678,0.908351363,0.206951295,4.389203568,1.14E-05,0.000377915
BnaA01G0078500WE,231.7495744,-0.61371841,0.159587226,-3.845661254,0.000120228,0.002478467
BnaA01G0083200WE,80.05886612,-0.651292569,0.203798916,-3.195760707,0.001394627,0.015744235
BnaA01G0084100WE,153.2817619,0.53410856,0.153849595,3.471627983,0.000517313,0.007521194
BnaA01G0088200WE,170.0573982,1.040385192,0.235885814,4.410545823,1.03E-05,0.00034906
BnaA01G0112600WE,34.17740537,-1.116732011,0.357469444,-3.123992917,0.001784148,0.019024025
BnaA01G0117200WE,51.27315347,0.875061694,0.290805413,3.009096989,0.002620255,0.025155993
BnaA01G0119400WE,141.9139131,-0.595427292,0.207239087,-2.873141843,0.004064116,0.034714513
BnaA01G0121000WE,68.27450289,-0.844621518,0.251304212,-3.360952491,0.000776742,0.010216273
BnaA01G0123200WE,59.70115647,-0.766060928,0.235223398,-3.25673778,0.001127005,0.01352915
BnaA01G0124800WE,387.5518506,-0.575282432,0.133541865,-4.307880775,1.65E-05,0.000510706
BnaA01G0125400WE,757.1628337,9.635465041,2.231952783,4.31705595,1.58E-05,0.000493322
BnaA01G0130000WE,1110.252718,0.675236702,0.141837071,4.760650368,1.93E-06,9.06E-05
BnaA01G0138600WE,113.5345853,0.552167883,0.18860967,2.927569314,0.003416229,0.030415331
BnaA01G0138900WE,159.5242764,-0.805494488,0.180028458,-4.474261996,7.67E-06,0.000275797
BnaA01G0139900WE,69.749536,-1.068035469,0.353913343,-3.017788081,0.002546269,0.024630862
BnaA01G0140500WE,259.4889496,-0.526398843,0.168762603,-3.119167604,0.001813628,0.019227124
BnaA01G0140800WE,205.6092742,-0.842578731,0.161383628,-5.220967833,1.78E-07,1.26E-05
BnaA01G0148500WE,859.5675406,0.807654266,0.119064066,6.78335871,1.17E-11,3.01E-09
BnaA01G0149800WE,165.2234017,0.597888024,0.178391161,3.351556331,0.000803587,0.010461088
BnaA01G0150700WE,141.8327218,0.637401378,0.187085422,3.4070072,0.000656794,0.009025089
BnaA01G0151900WE,234.7989105,0.822862216,0.302556437,2.719698262,0.006534151,0.048806892
BnaA01G0155100WE,78.47577568,-0.780206064,0.178867606,-4.361919316,1.29E-05,0.000417439
BnaA01G0157100WE,59.91011349,1.360201783,0.363289818,3.744123053,0.000181025,0.003429499
BnaA01G0172000WE,501.1715851,-0.713176391,0.152736864,-4.669314091,3.02E-06,0.000129044
BnaA01G0175200WE,77.22985004,0.968676324,0.241115314,4.017481541,5.88E-05,0.001406451
BnaA01G0176000WE,192.0671579,0.509654752,0.165891821,3.072211446,0.002124792,0.02165398
BnaA01G0176200WE,188.9645168,-0.620902763,0.128745793,-4.822703306,1.42E-06,7.05E-05
BnaA01G0180500WE,246.5988971,1.102727097,0.22837762,4.828525214,1.38E-06,6.93E-05
BnaA01G0181600WE,870.0210414,-1.325393969,0.21393203,-6.195397518,5.81E-10,9.16E-08
BnaA01G0183200WE,67.97364373,-0.749817463,0.234594384,-3.196229381,0.001392364,0.015744235
BnaA01G0190500WE,25.55123901,-1.479184761,0.453077749,-3.264748193,0.001095614,0.013293609
BnaA01G0192300WE,278.1979511,-0.517535433,0.164119515,-3.153405804,0.001613773,0.017569723
BnaA01G0192500WE,206.0288808,0.967182683,0.160548751,6.024230493,1.70E-09,2.37E-07
BnaA01G0197100WE,53.79504675,0.820342439,0.296442167,2.767293357,0.005652387,0.044119144
BnaA01G0201100WE,161.5109575,-1.169748003,0.263240201,-4.443652593,8.84E-06,0.00030925
BnaA01G0206000WE,3927.280918,-1.099790947,0.114898595,-9.571839809,1.05E-21,1.42E-18
BnaA01G0208500WE,13.22656235,2.387663676,0.715006954,3.33935728,0.000839725,0.010840427
BnaA01G0210300WE,35.98901539,1.798625274,0.444491268,4.046480557,5.20E-05,0.001276943
BnaA01G0210500WE,64.86063406,2.120091108,0.407556171,5.201960512,1.97E-07,1.36E-05
BnaA01G0211300WE,303.6606443,0.822966723,0.168722089,4.877646593,1.07E-06,5.57E-05
BnaA01G0212400WE,866.0266926,0.69295624,0.099767692,6.94569779,3.77E-12,1.11E-09
BnaA01G0213500WE,884.5911118,-0.582412393,0.122505287,-4.754181708,1.99E-06,9.29E-05
BnaA01G0214800WE,78.84442954,0.6694414,0.184255567,3.633222104,0.000279904,0.0047378
BnaA01G0215000WE,4717.735875,-0.740017346,0.122857086,-6.023399785,1.71E-09,2.37E-07
BnaA01G0219700WE,425.3339139,-0.604333046,0.122367477,-4.93867373,7.87E-07,4.32E-05
BnaA01G0220900WE,228.1009286,0.546199855,0.169425996,3.223825553,0.001264904,0.014709541
BnaA01G0226200WE,70.16973088,0.891893612,0.284840819,3.131200135,0.001740935,0.018679978
BnaA01G0230200WE,417.6086172,0.848646475,0.187390209,4.528766373,5.93E-06,0.000221697
BnaA01G0233400WE,185.9348895,-0.585687932,0.15495482,-3.779733554,0.000156996,0.003061128
BnaA01G0237600WE,192.8971309,0.546283603,0.169500002,3.222912083,0.001268945,0.014741646
BnaA01G0239500WE,35.74965189,-2.147275258,0.592313759,-3.625232787,0.000288701,0.004845764
BnaA01G0244800WE,249.6825521,-1.31969327,0.245278342,-5.380390537,7.43E-08,6.00E-06
BnaA01G0245300WE,267.0391697,-0.925183201,0.27174016,-3.404661279,0.000662462,0.009078602
BnaA01G0245400WE,254.9665355,-0.588211693,0.203501148,-2.89045884,0.003846799,0.033252799
BnaA01G0245700WE,104.8608436,-1.449182156,0.481390312,-3.01040989,0.002608953,0.025094973
BnaA01G0247100WE,52.91553674,2.347012305,0.448446031,5.2336561,1.66E-07,1.18E-05
BnaA01G0248400WE,228.7643623,-1.023420075,0.170715609,-5.994882851,2.04E-09,2.71E-07
BnaA01G0249300WE,53.31658549,-0.761909506,0.274965295,-2.770929716,0.005589649,0.043806343
BnaA01G0253900WE,6673.9561,0.896173093,0.099598058,8.997897228,2.30E-19,2.41E-16
BnaA01G0255800WE,77.16661905,0.986886381,0.229109978,4.307478843,1.65E-05,0.000511083
BnaA01G0256700WE,69.8751422,0.90444877,0.281300278,3.215243069,0.001303341,0.015042125
BnaA01G0257300WE,501.8443085,-0.507571745,0.106606712,-4.761161245,1.92E-06,9.05E-05
BnaA01G0259700WE,125.2708832,-0.864621372,0.222407277,-3.887558818,0.000101257,0.002160878
BnaA01G0260800WE,11.90491842,-1.541579386,0.548918146,-2.808395743,0.0049789,0.040323052
BnaA01G0265300WE,39.99908522,-1.335922005,0.345724136,-3.864127104,0.000111487,0.00232744
BnaA01G0271400WE,280.0006747,0.950889514,0.215496813,4.412545606,1.02E-05,0.000346675
BnaA01G0273500WE,205.1628664,-0.80982384,0.177393418,-4.565129023,4.99E-06,0.000192788
BnaA01G0276500WE,48.52860496,0.971844872,0.320568586,3.031628531,0.002432383,0.023859832
BnaA01G0279800WE,78.85234128,0.618210902,0.211601979,2.921574295,0.003482672,0.030840021
BnaA01G0281200WE,411.8811614,-1.044564918,0.129192287,-8.085350449,6.20E-16,4.20E-13
BnaA01G0283500WE,1563.605803,-1.740768807,0.356735903,-4.87971296,1.06E-06,5.53E-05
BnaA01G0283800WE,58.05783788,2.755807418,0.4896395,5.628237549,1.82E-08,1.76E-06
BnaA01G0284400WE,135.2552337,-0.602639577,0.195543395,-3.081871307,0.002057037,0.02112705
BnaA01G0287200WE,179.5404786,-0.680857019,0.21747118,-3.13079195,0.001743356,0.0186929
BnaA01G0288600WE,195.5686057,-2.359356821,0.665818718,-3.543542345,0.00039479,0.0061576
BnaA01G0289400WE,25.50766578,1.52844763,0.497571566,3.071814657,0.002127618,0.021665367
BnaA01G0290100WE,229.4336403,0.516619982,0.185510347,2.784858045,0.005355116,0.042532602
BnaA01G0296000WE,202.8086077,-0.907616018,0.222192698,-4.084814782,4.41E-05,0.001116712
BnaA01G0296100WE,361.1580667,-0.518284787,0.16925392,-3.062173012,0.002197364,0.022143778
BnaA01G0297300WE,809.6793552,-0.780187682,0.088020842,-8.863669794,7.74E-19,7.59E-16
BnaA01G0297900WE,21.26848884,1.146299553,0.351483235,3.261320709,0.001108945,0.013389295
BnaA01G0299900WE,82.35334936,-24.76715506,6.835780435,-3.623164215,0.000291021,0.004881142
BnaA01G0302600WE,128.4719293,0.610413016,0.167843917,3.636789627,0.000276057,0.004698581
BnaA01G0303700WE,314.2638982,-1.61192791,0.579053334,-2.783729608,0.005373781,0.042636748
BnaA01G0305300WE,18.65701747,1.597946705,0.491046598,3.254165107,0.001137262,0.013620533
BnaA01G0307200WE,553.0747304,0.786955878,0.129191061,6.091411197,1.12E-09,1.66E-07
BnaA01G0308600WE,250.5334202,-0.945890996,0.26887696,-3.517932505,0.000434923,0.006613413
BnaA01G0309400WE,132.7359521,-0.56320288,0.165534942,-3.402320223,0.000668163,0.009124168
BnaA01G0309900WE,97.51357172,-0.657931282,0.230209487,-2.857967716,0.004263638,0.035971121
BnaA01G0310600WE,56.14818448,-1.343853658,0.485561564,-2.767627747,0.005646591,0.044106244
BnaA01G0312100WE,213.5368566,1.073122008,0.159608012,6.7234846,1.77E-11,4.28E-09
BnaA01G0313700WE,48.04599852,-1.196006952,0.304682207,-3.925424338,8.66E-05,0.001905852
BnaA01G0315000WE,45.82371864,-1.478558572,0.363185308,-4.071085861,4.68E-05,0.001171409
BnaA01G0319800WE,339.7544877,-0.553286829,0.195012926,-2.83718028,0.00455139,0.037770311
BnaA01G0320100WE,130.4414321,-0.801519422,0.189228814,-4.235715518,2.28E-05,0.000666041
BnaA01G0321100WE,190.4633116,1.024380775,0.361189274,2.836132879,0.004566344,0.037853499
BnaA01G0325200WE,436.39191,-0.676160055,0.135914762,-4.974883129,6.53E-07,3.71E-05
BnaA01G0326000WE,557.0019414,-1.270393335,0.316785125,-4.010268268,6.06E-05,0.001441144
BnaA01G0329800WE,44.19779895,0.997012063,0.303689749,3.28299545,0.001027103,0.01266669
BnaA01G0333300WE,428.0340307,-0.572628908,0.125963891,-4.545976651,5.47E-06,0.000207527
BnaA02G0000800WE,456.9266331,10.64509424,1.224596021,8.692739531,3.54E-18,3.26E-15
BnaA02G0003400WE,13.01585471,-3.325536313,0.895432874,-3.71388678,0.0002041,0.00374307
BnaA02G0003500WE,261.0922324,-1.304283363,0.475976094,-2.740228717,0.006139644,0.046677193
BnaA02G0004600WE,228.6416026,0.899683213,0.324347646,2.773823783,0.005540168,0.043581645
BnaA02G0006300WE,21.02934187,-4.983491785,0.798541757,-6.240740373,4.36E-10,7.14E-08
BnaA02G0010700WE,68.6571357,-2.185011894,0.522443327,-4.18229458,2.89E-05,0.000800141
BnaA02G0011300WE,83.94423813,-0.653051675,0.232689349,-2.806538756,0.005007689,0.040477939
BnaA02G0011400WE,22.48449317,-1.351460665,0.464078725,-2.912136654,0.003589656,0.031581018
BnaA02G0011700WE,555.1955082,0.674529871,0.222276857,3.034638325,0.002408243,0.023688596
BnaA02G0020300WE,18.03222658,-1.507164752,0.444518651,-3.390554593,0.000697514,0.009424411
BnaA02G0022500WE,28.33385695,1.887460599,0.477001803,3.956925499,7.59E-05,0.001720593
BnaA02G0024900WE,233.9023787,-0.607691513,0.176172199,-3.44941777,0.000561797,0.008021142
BnaA02G0025400WE,14.16504938,-1.942697672,0.57208353,-3.395828704,0.000684212,0.009280061
BnaA02G0025800WE,504.9182239,-0.70950877,0.167068727,-4.24680778,2.17E-05,0.000637561
BnaA02G0026900WE,378.014896,0.532366321,0.123076346,4.325496658,1.52E-05,0.000479941
BnaA02G0028400WE,91.34981196,-0.652336684,0.235506577,-2.769929797,0.005606838,0.043897555
BnaA02G0029100WE,31.32445471,-1.298388568,0.390145962,-3.32795593,0.000874857,0.011187389
BnaA02G0029200WE,56.67121772,1.122519995,0.267467065,4.196853158,2.71E-05,0.000760823
BnaA02G0031400WE,307.2418132,0.733456736,0.14570114,5.033980752,4.80E-07,2.87E-05
BnaA02G0031800WE,48.93970761,-1.019096365,0.362395752,-2.812109021,0.004921782,0.03996584
BnaA02G0032300WE,588.3431297,-1.101388269,0.313982774,-3.507798393,0.000451831,0.006814692
BnaA02G0032500WE,246.3911478,0.717270929,0.204194081,3.512692074,0.000443591,0.006714199
BnaA02G0035500WE,53.01324151,-0.857770037,0.315321477,-2.720303246,0.006522207,0.048743582
BnaA02G0036100WE,269.8799033,-0.518149602,0.140912621,-3.677098605,0.000235902,0.004159565
BnaA02G0036900WE,393.1308053,-0.570469202,0.130157535,-4.382913387,1.17E-05,0.000386489
BnaA02G0038200WE,731.3544532,-0.602756415,0.091692259,-6.573689235,4.91E-11,1.06E-08
BnaA02G0039400WE,74.33417677,0.784744283,0.239121984,3.281773892,0.001031563,0.012711481
BnaA02G0040100WE,20.10170158,1.398806632,0.478396947,2.923945564,0.003456252,0.030677008
BnaA02G0040800WE,53.93395244,-1.831965259,0.477791207,-3.834238123,0.000125954,0.002573477
BnaA02G0041300WE,197.9230328,0.615451442,0.138034918,4.458664898,8.25E-06,0.000293195
BnaA02G0042300WE,82.07916741,-0.624634223,0.201152524,-3.105276589,0.001901012,0.019897141
BnaA02G0042800WE,270.1553327,0.523320884,0.133340194,3.924704688,8.68E-05,0.001910645
BnaA02G0044700WE,54.65142387,-1.423664289,0.342591391,-4.155575206,3.24E-05,0.000871191
BnaA02G0045500WE,32.33970659,1.00444294,0.369077795,2.721493828,0.00649876,0.048623557
BnaA02G0048100WE,64.50903966,-0.865721463,0.273850953,-3.161287015,0.001570736,0.017226877
BnaA02G0048200WE,478.3347541,-0.558726481,0.109563067,-5.099587806,3.40E-07,2.16E-05
BnaA02G0048400WE,207.0123763,-0.736404144,0.180863296,-4.07160636,4.67E-05,0.001169764
BnaA02G0048500WE,66.0684962,0.739004967,0.258817802,2.855309646,0.004299489,0.036206654
BnaA02G0050100WE,177.7084223,0.503238054,0.157440313,3.196373554,0.001391668,0.015742626
BnaA02G0050200WE,164.8359901,-0.720457312,0.198253115,-3.634027708,0.000279031,0.004729974
BnaA02G0050400WE,21.08894938,1.221478915,0.424620861,2.876634259,0.004019412,0.034434803
BnaA02G0050600WE,231.3441644,-0.580678098,0.144323485,-4.023448418,5.74E-05,0.001382754
BnaA02G0051800WE,769.6793294,-0.524095346,0.099005475,-5.293599614,1.20E-07,8.94E-06
BnaA02G0055100WE,127.5042697,-0.960681759,0.286100133,-3.357851495,0.000785508,0.010290445
BnaA02G0057300WE,568.8043706,-0.601777243,0.098813276,-6.090044438,1.13E-09,1.67E-07
BnaA02G0057700WE,249.4988951,-1.645643067,0.455040845,-3.6164733,0.000298644,0.004983603
BnaA02G0058600WE,65.72398542,0.796024348,0.264758401,3.006606573,0.002641814,0.025305396
BnaA02G0059300WE,397.3090072,-0.820122425,0.188957718,-4.340243074,1.42E-05,0.000451929
BnaA02G0060200WE,228.6711896,-0.504575483,0.160509861,-3.143579336,0.001668952,0.018050535
BnaA02G0061500WE,43.88711478,-2.553602873,0.730824796,-3.494138251,0.000475595,0.007070845
BnaA02G0061600WE,93.92386326,-1.371290044,0.348847522,-3.930915251,8.46E-05,0.001872682
BnaA02G0062200WE,9294.16006,1.129522347,0.302595771,3.732776378,0.000189381,0.003541204
BnaA02G0064500WE,2092.673858,-0.901749567,0.332146608,-2.714914272,0.006629293,0.049280097
BnaA02G0066600WE,294.2088405,-0.557487856,0.136756531,-4.076498955,4.57E-05,0.001151066
BnaA02G0069000WE,106.4311646,0.71016753,0.239926262,2.959940796,0.003076982,0.028308477
BnaA02G0069700WE,68.88175292,1.440400436,0.245760219,5.860999153,4.60E-09,5.45E-07
BnaA02G0070800WE,35.04646381,-1.047659733,0.326543106,-3.208335177,0.001335058,0.01528615
BnaA02G0071100WE,912.5984308,-0.504632004,0.097098946,-5.197090463,2.02E-07,1.39E-05
BnaA02G0071800WE,6827.316016,-0.964226095,0.101792134,-9.472501001,2.73E-21,3.50E-18
BnaA02G0074200WE,297.0537713,-0.611940869,0.137026918,-4.465844213,7.98E-06,0.00028463
BnaA02G0076600WE,47.63259806,1.849994813,0.500491123,3.696358891,0.000218714,0.003937873
BnaA02G0076800WE,907.6340263,0.613806741,0.15792683,3.886652713,0.000101636,0.002164945
BnaA02G0079200WE,116.158853,-1.026160894,0.232616247,-4.411389599,1.03E-05,0.000348214
BnaA02G0079400WE,322.0422034,-0.681673865,0.162685201,-4.190140583,2.79E-05,0.000779405
BnaA02G0081000WE,458.8203395,-0.609080085,0.09551122,-6.377052724,1.81E-10,3.29E-08
BnaA02G0086200WE,165.3816959,0.851062572,0.214076498,3.975506796,7.02E-05,0.001617483
BnaA02G0087500WE,100.0629601,1.380552639,0.466806825,2.957438849,0.003102063,0.028503168
BnaA02G0088600WE,42.25214969,-1.557108676,0.474630667,-3.280674395,0.001035592,0.012738918
BnaA02G0089000WE,828.8077917,0.856453036,0.142951758,5.991203259,2.08E-09,2.76E-07
BnaA02G0089300WE,366.6045121,-1.100604849,0.401905064,-2.738469719,0.006172584,0.046868104
BnaA02G0091000WE,81.40727723,0.948858181,0.289147634,3.281569933,0.001032309,0.012713877
BnaA02G0091100WE,13.89706396,2.242678729,0.657509519,3.410868838,0.000647562,0.008930197
BnaA02G0092800WE,30.65440978,1.141752029,0.367547388,3.106407679,0.001893754,0.019848234
BnaA02G0093300WE,60.81002867,-0.88809541,0.318372791,-2.789482751,0.005279231,0.042089511
BnaA02G0094100WE,1109.627555,-1.082693918,0.252579329,-4.286549979,1.81E-05,0.000551519
BnaA02G0096200WE,191.3625937,-0.596603331,0.184518487,-3.233298413,0.001223697,0.014360825
BnaA02G0099100WE,170.7545181,0.610486246,0.220222728,2.772130979,0.005569062,0.043711921
BnaA02G0103500WE,184.113631,-0.516740076,0.163417008,-3.162094837,0.001566385,0.017195531
BnaA02G0105000WE,88.89656667,0.86354359,0.223665517,3.860870469,0.000112984,0.002352289
BnaA02G0105700WE,124.7615953,0.961703951,0.30550582,3.147907141,0.001644439,0.017835662
BnaA02G0106800WE,196.5700938,-1.561699773,0.491687077,-3.17620667,0.001492146,0.016554091
BnaA02G0107500WE,308.8886689,0.965358555,0.203104612,4.753011502,2.00E-06,9.34E-05
BnaA02G0107600WE,240.6511622,-0.895106479,0.23443794,-3.818095658,0.000134486,0.002708172
BnaA02G0107800WE,1025.294377,-0.525622163,0.186885447,-2.812536615,0.004915243,0.039919777
BnaA02G0110500WE,55.59338732,-0.629119406,0.219925389,-2.860603812,0.004228351,0.035733133
BnaA02G0110800WE,261.6343055,1.152153658,0.160621087,7.17311582,7.33E-13,2.54E-10
BnaA02G0111700WE,194.1618747,-0.793880648,0.146404083,-5.42253079,5.88E-08,4.95E-06
BnaA02G0112200WE,261.1418765,0.565758802,0.155554751,3.637039673,0.000275789,0.004697495
BnaA02G0112700WE,136.6003246,-1.378515207,0.322187054,-4.278617621,1.88E-05,0.000568168
BnaA02G0115300WE,40.10373531,1.010039704,0.321919498,3.137553673,0.001703641,0.018356769
BnaA02G0120300WE,86.87634875,0.651447789,0.231621729,2.812550413,0.004915032,0.039919777
BnaA02G0122800WE,109.305464,1.946821942,0.591083523,3.293649486,0.000988957,0.012321585
BnaA02G0123300WE,202.591098,0.509582466,0.175036947,2.911285166,0.003599453,0.031640724
BnaA02G0125900WE,972.3841919,0.640525159,0.129166845,4.958897626,7.09E-07,3.98E-05
BnaA02G0126400WE,697.9119857,-1.243071879,0.313233729,-3.968512206,7.23E-05,0.00165534
BnaA02G0130000WE,248.9230282,0.595127317,0.139146557,4.276981993,1.89E-05,0.00057159
BnaA02G0130200WE,359.2940424,-0.549259837,0.117627534,-4.669483581,3.02E-06,0.000129044
BnaA02G0132900WE,143.0336467,-0.579704629,0.212641024,-2.726212561,0.006406573,0.048168477
BnaA02G0133600WE,157.2258752,-0.748713582,0.193196596,-3.875397382,0.000106451,0.002246732
BnaA02G0139600WE,59.91427764,1.085769557,0.264919637,4.098486504,4.16E-05,0.001064526
BnaA02G0141300WE,452.8505287,0.577288314,0.128578435,4.489775544,7.13E-06,0.000259683
BnaA02G0143400WE,78.27704577,0.998554405,0.256350966,3.895262891,9.81E-05,0.002108961
BnaA02G0145200WE,40.68787144,-1.252914807,0.366051973,-3.422778457,0.000619846,0.008635855
BnaA02G0147100WE,99.39525033,0.627280338,0.214227402,2.928105056,0.003410348,0.030389671
BnaA02G0147800WE,183.8136841,-2.333321615,0.697808538,-3.343784844,0.000826438,0.010707236
BnaA02G0148300WE,208.6599216,0.766619562,0.177908996,4.309054521,1.64E-05,0.000509031
BnaA02G0151300WE,153.6242955,-1.022541076,0.32274792,-3.168234445,0.001533678,0.016915282
BnaA02G0155600WE,267.4010055,0.569154096,0.12324211,4.618178778,3.87E-06,0.000158123
BnaA02G0156200WE,153.6469099,0.64439133,0.168520238,3.823821618,0.000131399,0.002657777
BnaA02G0156800WE,78.53149653,-0.621146189,0.203390432,-3.053959731,0.002258424,0.022574537
BnaA02G0157300WE,44.39398317,-1.207324784,0.381687472,-3.163123945,0.001560859,0.017147115
BnaA02G0158000WE,61.74600384,-0.88045642,0.262763991,-3.350749913,0.000805931,0.010480509
BnaA02G0158500WE,100.5940338,-0.698237415,0.211163146,-3.306625362,0.000944271,0.011880485
BnaA02G0160200WE,2880.621394,-0.586651501,0.193580793,-3.030525354,0.002441287,0.023911533
BnaA02G0162200WE,176.8511297,0.594378468,0.185802655,3.198977254,0.00137916,0.015635689
BnaA02G0162600WE,15.93821909,1.398090524,0.509554083,2.743752963,0.006074123,0.046372682
BnaA02G0164700WE,205.8315042,0.693743701,0.154447698,4.491771075,7.06E-06,0.000257465
BnaA02G0165300WE,177.2926121,0.551435777,0.150841954,3.655718867,0.000256462,0.004445539
BnaA02G0165800WE,216.2853299,0.582366441,0.162661869,3.580227155,0.000343296,0.005520769
BnaA02G0166200WE,666.8087739,0.975563582,0.325269277,2.999249083,0.002706459,0.025723446
BnaA02G0166800WE,57.94174427,-1.313060038,0.407546002,-3.22186951,0.001273571,0.014776762
BnaA02G0169400WE,18.65217618,21.93395895,4.32632972,5.069876863,3.98E-07,2.46E-05
BnaA02G0170700WE,79.66012656,0.89881097,0.290676231,3.09213783,0.001987206,0.020608161
BnaA02G0171100WE,14.01914038,-1.342728104,0.459868973,-2.919805823,0.003502495,0.03095013
BnaA02G0174100WE,167.5214277,0.882826065,0.294347246,2.999267282,0.002706298,0.025723446
BnaA02G0175200WE,46.92938986,-0.984428164,0.327511473,-3.005782227,0.002648986,0.025319919
BnaA02G0179900WE,140.2176268,-0.772776307,0.222295404,-3.47634856,0.000508291,0.007429889
BnaA02G0180400WE,228.7608469,0.723395045,0.194430513,3.720583952,0.000198763,0.003661652
BnaA02G0183500WE,24.00107022,1.588613646,0.494984585,3.209420446,0.001330028,0.015247507
BnaA02G0184200WE,411.8623821,0.51476987,0.151883041,3.389251795,0.000700836,0.009460981
BnaA02G0185200WE,64.47171529,0.725511205,0.262795157,2.760748002,0.005766915,0.044754062
BnaA02G0188100WE,590.5702342,-1.153303259,0.195149202,-5.909853824,3.42E-09,4.21E-07
BnaA02G0190800WE,141.7656055,-0.507553194,0.164464921,-3.086087841,0.002028089,0.020932386
BnaA02G0191000WE,177.2656396,0.559333714,0.179912028,3.108928963,0.001877669,0.019733509
BnaA02G0194600WE,175.5484346,-0.816959235,0.167286658,-4.88358871,1.04E-06,5.45E-05
BnaA02G0195500WE,148.2057268,1.290259536,0.178140084,7.242948946,4.39E-13,1.66E-10
BnaA02G0196800WE,143.1071901,1.009503141,0.203475853,4.961292101,7.00E-07,3.94E-05
BnaA02G0198600WE,169.1489858,-0.934549119,0.29034283,-3.218778016,0.001287381,0.014897076
BnaA02G0199600WE,598.6940119,-0.692289664,0.223912342,-3.091788763,0.001989544,0.020622326
BnaA02G0201300WE,209.0056128,-0.798066938,0.254358242,-3.137570579,0.001703543,0.018356769
BnaA02G0202600WE,55.20695872,1.010902801,0.297581021,3.397067454,0.000681122,0.009249043
BnaA02G0206800WE,454.5965731,-1.328420999,0.445859592,-2.9794604,0.002887566,0.027002576
