gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
BnaA01G0089800WE,38.2295171,1.865416854,0.436676535,4.27185045,1.94E-05,0.000868446
BnaA01G0091500WE,3.732688603,6.841760778,1.356002086,5.045538535,4.52E-07,4.71E-05
BnaA01G0092900WE,346.849986,0.542846761,0.141144394,3.846038426,0.000120043,0.003416065
BnaA01G0094700WE,43.81410304,1.218082816,0.286669777,4.249079995,2.15E-05,0.000933607
BnaA01G0101500WE,46.39219347,0.802702795,0.262077301,3.062847453,0.002192418,0.027736975
BnaA01G0104200WE,8.32841464,-2.048853426,0.729852355,-2.807216299,0.004997168,0.04850647
BnaA01G0106400WE,18.35643917,-1.542743864,0.397010424,-3.885902663,0.00010195,0.003015513
BnaA01G0109300WE,1055.955529,-0.592635242,0.111315198,-5.323938279,1.02E-07,1.34E-05
BnaA01G0115700WE,95.44701238,-0.717522605,0.229831462,-3.121951184,0.001796567,0.024011293
BnaA01G0116000WE,22.63194298,-1.344058261,0.462621425,-2.905309154,0.003668905,0.039513567
BnaA01G0124400WE,5.12622936,-2.294681964,0.755106577,-3.038884884,0.002374556,0.029334496
BnaA01G0128500WE,36.27501975,0.817541626,0.277634721,2.944666372,0.003233031,0.036323891
BnaA01G0131500WE,4.057245592,4.760127083,1.208386618,3.939241807,8.17E-05,0.002559763
BnaA01G0135900WE,3.009970921,-3.89794194,1.30306114,-2.991373022,0.00277726,0.032713362
BnaA01G0136300WE,73.11643506,-0.717065288,0.254356301,-2.819137112,0.004815294,0.04733589
BnaA01G0139600WE,42.19045807,-0.879739327,0.282137036,-3.118127766,0.001820039,0.024239898
BnaA01G0140100WE,7.812099945,2.027200357,0.724469721,2.798185071,0.005139066,0.049410802
BnaA01G0146600WE,226.9244134,-0.524413158,0.148472165,-3.532063784,0.00041233,0.008358169
BnaA01G0147100WE,25.71837366,1.745365384,0.433328134,4.0278146,5.63E-05,0.001930932
BnaA01G0147600WE,341.1247946,0.665201107,0.233082977,2.853924025,0.004318286,0.04401095
BnaA01G0148500WE,859.5675406,0.519939979,0.111715823,4.654130153,3.25E-06,0.000214619
BnaA01G0150700WE,141.8327218,1.136078402,0.18093669,6.278872479,3.41E-10,1.25E-07
BnaA01G0150800WE,13.53404382,-1.321686527,0.436958628,-3.024740657,0.002488464,0.030307224
BnaA01G0154900WE,113.4790393,-0.704004639,0.185838423,-3.78826202,0.000151705,0.004067337
BnaA01G0155100WE,78.47577568,-0.54219743,0.183306066,-2.957880457,0.003097622,0.03527327
BnaA01G0155900WE,738.5697508,-0.692227127,0.102008679,-6.78596305,1.15E-11,7.23E-09
BnaA01G0158300WE,591.6237935,-0.838078886,0.121142854,-6.918104195,4.58E-12,3.39E-09
BnaA01G0159000WE,20.58198136,-2.420900033,0.765896155,-3.160872419,0.001572974,0.021884496
BnaA01G0166200WE,22.03907456,0.975399914,0.348258905,2.800789588,0.005097775,0.049187434
BnaA01G0168900WE,9.943525875,2.717724434,0.754515875,3.601944668,0.000315846,0.006942091
BnaA01G0172000WE,501.1715851,-0.621615977,0.149008008,-4.171695096,3.02E-05,0.001218974
BnaA01G0180600WE,33.73437227,1.212053292,0.39665053,3.055720846,0.002245202,0.028201549
BnaA01G0181200WE,13.01085024,-1.527065889,0.487500706,-3.132438313,0.001733609,0.023446165
BnaA01G0181600WE,870.0210414,-1.533381516,0.206946283,-7.409562961,1.27E-13,1.23E-10
BnaA01G0182500WE,124.3787342,0.664197654,0.215456779,3.082741971,0.002051029,0.026431299
BnaA01G0190500WE,25.55123901,-1.562247653,0.488322437,-3.199213339,0.001378032,0.019839164
BnaA01G0195200WE,251.6825023,-0.564044163,0.150391319,-3.75051011,0.000176475,0.004542702
BnaA01G0198300WE,59.4796115,-1.074884411,0.297330308,-3.615118884,0.00030021,0.006700663
BnaA01G0200300WE,190.6212994,-0.677836156,0.162560876,-4.169737358,3.05E-05,0.001226751
BnaA01G0201100WE,161.5109575,-0.858827577,0.257069261,-3.340841192,0.00083525,0.013838612
BnaA01G0205900WE,41.94232359,-0.899050428,0.314218617,-2.861225841,0.004220063,0.043322297
BnaA01G0206000WE,3927.280918,-1.433449219,0.10929046,-13.11595927,2.67E-39,4.74E-35
BnaA01G0207500WE,7.347212782,-4.931932451,1.534044234,-3.214987118,0.001304504,0.019096416
BnaA01G0207800WE,24.81984975,-1.154751747,0.394694968,-2.925681451,0.003437027,0.037810841
BnaA01G0210500WE,64.86063406,2.747654663,0.428063701,6.418798548,1.37E-10,5.76E-08
BnaA01G0213500WE,884.5911118,-0.70590082,0.117419087,-6.011806394,1.83E-09,5.09E-07
BnaA01G0214800WE,78.84442954,1.146151434,0.181395357,6.318526835,2.64E-10,1.03E-07
BnaA01G0219300WE,6.749762311,-1.978848558,0.668926585,-2.95824475,0.003093964,0.035244338
BnaA01G0219600WE,25.34645172,2.779326834,0.582436688,4.771895198,1.83E-06,0.000137283
BnaA01G0219700WE,425.3339139,-0.540861086,0.121517581,-4.450887512,8.55E-06,0.000465755
BnaA01G0223700WE,4.843513565,-4.287613443,1.272055519,-3.370618167,0.000749997,0.012820673
BnaA01G0224200WE,4.31644786,3.24615892,1.137444003,2.853906575,0.004318523,0.04401095
BnaA01G0225700WE,26.76610641,-0.944723431,0.317308066,-2.977306701,0.002907929,0.03378218
BnaA01G0228500WE,6.110106288,5.266559267,1.077506034,4.887730648,1.02E-06,8.80E-05
BnaA01G0230100WE,199.1689883,1.301796049,0.315599485,4.12483578,3.71E-05,0.00141751
BnaA01G0230200WE,417.6086172,1.2237169,0.178848626,6.842193462,7.80E-12,5.47E-09
BnaA01G0231100WE,11.30002854,6.596913591,1.107902393,5.954417677,2.61E-09,7.03E-07
BnaA01G0231900WE,68.28616842,-0.754713011,0.221281936,-3.410639947,0.000648106,0.011530059
BnaA01G0232400WE,131.1650986,0.52421736,0.172900641,3.031899461,0.002430201,0.0297975
BnaA01G0233400WE,185.9348895,-0.538861811,0.158424971,-3.401369157,0.000670492,0.011821777
BnaA01G0234800WE,7.566354217,-4.690767556,1.303808655,-3.597742306,0.000320991,0.007023334
BnaA01G0236500WE,28.13830903,-1.073147268,0.372225938,-2.883053428,0.003938406,0.04141214
BnaA01G0238300WE,190.5333678,0.918402604,0.158717185,5.786409356,7.19E-09,1.52E-06
BnaA01G0239500WE,35.74965189,-2.739436386,0.626014119,-4.375997765,1.21E-05,0.000602132
BnaA01G0240200WE,11.65591092,-4.868541017,1.127793447,-4.316872942,1.58E-05,0.000741213
BnaA01G0240300WE,9.881866098,-5.697360471,1.05044238,-5.423772477,5.84E-08,8.66E-06
BnaA01G0244800WE,249.6825521,-0.960635114,0.236152634,-4.067856873,4.74E-05,0.001696145
BnaA01G0245600WE,169.1951978,0.806210943,0.159617263,5.050900675,4.40E-07,4.60E-05
BnaA01G0248400WE,228.7643623,-1.146418749,0.166495655,-6.885577581,5.76E-12,4.15E-09
BnaA01G0250000WE,12.66674941,-3.384379026,0.730377635,-4.633738582,3.59E-06,0.000231733
BnaA01G0253900WE,6673.9561,0.895452525,0.093659646,9.560708008,1.17E-21,4.16E-18
BnaA01G0254300WE,36.30310395,-1.159702407,0.321262118,-3.60983241,0.000306395,0.006793198
BnaA01G0257000WE,18.25680505,1.28528002,0.440674961,2.916616857,0.003538501,0.038632144
BnaA01G0257200WE,61.46844835,0.72743986,0.234772702,3.0984857,0.001945124,0.025447984
BnaA01G0259700WE,125.2708832,-0.651209539,0.224935414,-2.895095655,0.00379043,0.040357556
BnaA01G0260700WE,280.6311765,-0.644048827,0.198190278,-3.249648941,0.001155476,0.017417094
BnaA01G0262100WE,21.78522278,1.546357802,0.406058309,3.808216128,0.000139973,0.003831821
BnaA01G0266300WE,23.93486507,-2.127511048,0.662001813,-3.213754111,0.001310118,0.019149128
BnaA01G0271100WE,31.98545489,-1.193173126,0.343102605,-3.477598558,0.000505927,0.009688645
BnaA01G0271900WE,350.8858374,-0.658291951,0.137852299,-4.775342567,1.79E-06,0.000135825
BnaA01G0274300WE,7.647380272,-4.586574306,1.334056402,-3.43806626,0.000585884,0.010779776
BnaA01G0274700WE,138.7438428,-0.531895801,0.155931885,-3.411077869,0.000647066,0.011519246
BnaA01G0276200WE,26.02757896,-1.149036876,0.37861764,-3.034821295,0.002406782,0.029592736
BnaA01G0276400WE,37.48434994,0.995941312,0.317556213,3.136267757,0.001711129,0.023206915
BnaA01G0278700WE,3.173068179,-4.384655495,1.44791225,-3.028260515,0.002459659,0.030068773
BnaA01G0279800WE,78.85234128,0.752240129,0.189839166,3.962512824,7.42E-05,0.002369901
BnaA01G0280500WE,73.83642837,-0.649385271,0.218968597,-2.965654801,0.003020393,0.034628295
BnaA01G0280900WE,18.60633414,1.813181389,0.517184779,3.505867653,0.000455121,0.008979781
BnaA01G0281400WE,194.2156811,0.52706473,0.149225343,3.53200548,0.000412421,0.008358169
BnaA01G0283500WE,1563.605803,-1.233866256,0.336496909,-3.666798184,0.000245606,0.005759272
BnaA01G0283800WE,58.05783788,1.532117113,0.433139026,3.53724098,0.000404331,0.008234933
BnaA01G0284500WE,29.15847556,1.918261072,0.464056056,4.133683954,3.57E-05,0.001373848
BnaA01G0285800WE,168.9465112,-0.711894353,0.202961574,-3.507532678,0.000452283,0.008944962
BnaA01G0287200WE,179.5404786,-0.987168242,0.212428438,-4.647062576,3.37E-06,0.000219803
BnaA01G0287900WE,161.3842908,0.570398583,0.120461202,4.73512281,2.19E-06,0.000158325
BnaA01G0291700WE,66.03246646,0.714744856,0.207669666,3.441739327,0.000577987,0.010684983
BnaA01G0292000WE,143.7965606,0.666261421,0.142071996,4.689604153,2.74E-06,0.000188016
BnaA01G0292800WE,230.400624,-0.887508888,0.231826861,-3.828326375,0.000129018,0.003621189
BnaA01G0296200WE,182.655695,0.684998262,0.153013561,4.47671602,7.58E-06,0.000424087
BnaA01G0296500WE,82.28436807,0.802334878,0.269719365,2.974702529,0.002932728,0.034010965
BnaA01G0302400WE,233.5451399,-0.958728893,0.315011827,-3.043469512,0.002338671,0.029002137
BnaA01G0305000WE,84.25275858,-0.566168351,0.198408971,-2.853542099,0.00432348,0.044042344
BnaA01G0306400WE,265.9395207,-1.239101378,0.269222853,-4.602511878,4.17E-06,0.000260525
BnaA01G0307900WE,73.10560445,-0.604297191,0.215656124,-2.802133229,0.00507659,0.049034213
BnaA01G0308600WE,250.5334202,-1.346529487,0.268192908,-5.020749789,5.15E-07,5.25E-05
BnaA01G0311500WE,116.7922079,-0.907237031,0.193499938,-4.688564972,2.75E-06,0.000188487
BnaA01G0312100WE,213.5368566,0.822526053,0.148661726,5.532870312,3.15E-08,5.26E-06
BnaA01G0314000WE,5.65728384,-3.774754202,1.19606105,-3.155987901,0.001599555,0.022110031
BnaA01G0315000WE,45.82371864,-1.959483317,0.417095772,-4.697921794,2.63E-06,0.000182401
BnaA01G0317900WE,48.81444068,-1.009373331,0.318493785,-3.169208878,0.001528545,0.021434214
BnaA01G0318100WE,31.49369853,-1.216468345,0.350691172,-3.468773792,0.000522839,0.009931341
BnaA01G0319800WE,339.7544877,-0.531689636,0.184417864,-2.883070129,0.003938198,0.04141214
BnaA01G0320000WE,40.11105831,-0.921299031,0.283059769,-3.254786199,0.001134778,0.0172269
BnaA01G0321000WE,96.86295653,0.636602954,0.195085038,3.263207474,0.001101588,0.016867183
BnaA01G0324200WE,43.01822078,-1.849523814,0.552133858,-3.349774309,0.000808774,0.013514271
BnaA01G0325100WE,3.539610712,3.91993512,1.328831051,2.949912344,0.003178641,0.035841245
BnaA01G0327100WE,197.3216239,-0.835660647,0.198592768,-4.207910764,2.58E-05,0.001083413
BnaA01G0328600WE,13.13142432,-1.512174604,0.538271562,-2.809315426,0.004964698,0.048252807
BnaA01G0329300WE,6.478661213,3.20110707,0.885685189,3.614271878,0.000301193,0.006716979
BnaA01G0329800WE,44.19779895,1.03419575,0.283756073,3.644664726,0.000267741,0.006129972
BnaA01G0330200WE,22.86434137,0.856533277,0.295903434,2.894637834,0.003795962,0.040392251
BnaA01G0331100WE,359.5556481,-0.712087025,0.161847465,-4.399741606,1.08E-05,0.000551733
BnaA01G0332400WE,119.4697603,-0.500744358,0.162929011,-3.073389778,0.002116419,0.027045099
BnaA01G0336100WE,3.208191722,4.447009187,1.411806683,3.149871184,0.001633425,0.022415661
BnaA02G0005000WE,35.79724419,-1.040964259,0.358489639,-2.903749917,0.003687226,0.039622807
BnaA02G0006300WE,21.02934187,-3.005550297,0.694265126,-4.329110281,1.50E-05,0.00070742
BnaA02G0008500WE,159.6054692,0.630389719,0.175946693,3.58284495,0.000339872,0.00732223
BnaA02G0008800WE,238.1526981,0.564719674,0.155854681,3.623373199,0.000290786,0.006523099
BnaA02G0009800WE,52.77695394,-1.128831112,0.328712471,-3.434098834,0.000594527,0.01087245
BnaA02G0011800WE,130.4077838,-0.509030109,0.174472809,-2.917532606,0.003528128,0.038534672
BnaA02G0019100WE,5.029312062,4.587773228,1.382910849,3.317475766,0.000908348,0.014764752
BnaA02G0020900WE,12.48024194,-1.691526298,0.574806527,-2.942775035,0.003252847,0.03645432
BnaA02G0021200WE,156.1694042,-0.553878059,0.174678258,-3.170847163,0.001519951,0.0213474
BnaA02G0022000WE,185.4488877,-0.559719757,0.169025363,-3.311454261,0.000928124,0.014981531
BnaA02G0025800WE,504.9182239,-0.655015556,0.161718655,-4.050340107,5.11E-05,0.001794559
BnaA02G0028400WE,91.34981196,-0.970395783,0.238528576,-4.068257978,4.74E-05,0.001694365
BnaA02G0028700WE,336.7343829,-0.531736275,0.120954487,-4.396168253,1.10E-05,0.00055982
BnaA02G0029200WE,56.67121772,1.964466693,0.25858067,7.597113485,3.03E-14,3.43E-11
BnaA02G0029400WE,123.2063495,-0.551807735,0.186613375,-2.95695705,0.003106914,0.035338991
BnaA02G0031400WE,307.2418132,0.626692935,0.134861882,4.646924144,3.37E-06,0.000219803
BnaA02G0032500WE,246.3911478,0.565946566,0.198906316,2.845292087,0.004437072,0.044773933
BnaA02G0033200WE,116.8290334,0.529695003,0.180321018,2.937511166,0.003308583,0.036900492
BnaA02G0035500WE,53.01324151,-1.120473151,0.329238593,-3.403225427,0.000665953,0.011758882
BnaA02G0035600WE,6.861356564,-3.752987929,1.190022128,-3.153712724,0.001612077,0.022217425
BnaA02G0035700WE,19.06228205,-1.890749981,0.501706509,-3.768637532,0.000164141,0.004292796
BnaA02G0036000WE,4.92372409,-3.96889959,1.161773732,-3.416241458,0.000634919,0.011367549
BnaA02G0036100WE,269.8799033,-0.567411437,0.140428877,-4.040560951,5.33E-05,0.001851423
BnaA02G0037000WE,179.2085605,2.05741583,0.658671467,3.123584263,0.001786627,0.023985532
BnaA02G0039100WE,10.78976277,-1.826953482,0.615525783,-2.968118531,0.002996288,0.034486051
BnaA02G0042300WE,82.07916741,-0.635060849,0.216652688,-2.931239189,0.003376127,0.037418919
BnaA02G0046100WE,2218.943098,0.510541117,0.179112936,2.850386618,0.004366612,0.044297753
BnaA02G0046700WE,77.86201341,0.887008212,0.262105043,3.384170717,0.000713936,0.012370867
BnaA02G0047300WE,14.19945768,-2.176185451,0.704107763,-3.090699414,0.001996857,0.025927518
BnaA02G0050100WE,177.7084223,0.670664197,0.146012266,4.593204493,4.36E-06,0.000270838
BnaA02G0050600WE,231.3441644,-0.651901707,0.139402309,-4.676405377,2.92E-06,0.000197222
BnaA02G0054800WE,9.541585821,2.486154802,0.758145551,3.279257922,0.001040805,0.016201778
BnaA02G0055100WE,127.5042697,-1.348923057,0.265678397,-5.077277909,3.83E-07,4.09E-05
BnaA02G0055800WE,62.71241469,0.7273513,0.255387525,2.848029869,0.00439908,0.044550815
BnaA02G0057700WE,249.4988951,-1.272057601,0.433964961,-2.93124495,0.003376065,0.037418919
BnaA02G0062200WE,9294.16006,0.899313621,0.285130841,3.154038396,0.001610279,0.022212182
BnaA02G0062600WE,4.079173533,-5.028012331,1.4416471,-3.487685947,0.00048722,0.009433944
BnaA02G0066100WE,53.7890727,0.678747346,0.224703032,3.020641687,0.002522397,0.030590157
BnaA02G0066600WE,294.2088405,-0.574906566,0.132014414,-4.354877233,1.33E-05,0.00065019
BnaA02G0068400WE,16.13531568,-1.547156687,0.485230224,-3.188500244,0.001430129,0.0203867
BnaA02G0069700WE,68.88175292,0.734807232,0.234595055,3.132236655,0.0017348,0.023456324
BnaA02G0071800WE,6827.316016,-0.500337634,0.096231775,-5.199297579,2.00E-07,2.36E-05
BnaA02G0072200WE,127.2688771,1.361527795,0.278772297,4.88401398,1.04E-06,8.89E-05
BnaA02G0073100WE,20.88085309,1.611647684,0.487838664,3.303648936,0.000954353,0.015284553
BnaA02G0075400WE,45.84898123,-0.823954369,0.282681673,-2.914778168,0.003559414,0.038781028
BnaA02G0076500WE,116.493867,1.155843715,0.246905842,4.681313768,2.85E-06,0.000193538
BnaA02G0076600WE,47.63259806,1.940170416,0.461904621,4.200370221,2.66E-05,0.001109635
BnaA02G0076800WE,907.6340263,0.93916805,0.148257284,6.334717766,2.38E-10,9.32E-08
BnaA02G0077500WE,38.70965825,-0.97632304,0.290042994,-3.366132128,0.000762302,0.012964483
BnaA02G0078400WE,90.77277611,-1.137548898,0.236174551,-4.816560019,1.46E-06,0.000116712
BnaA02G0078500WE,90.9923014,-0.726611532,0.183116277,-3.96803356,7.25E-05,0.002338969
BnaA02G0086200WE,165.3816959,1.085585686,0.206057689,5.268358053,1.38E-07,1.73E-05
BnaA02G0088000WE,15.89038462,1.439465376,0.48158173,2.989036519,0.002798587,0.032877381
BnaA02G0089000WE,828.8077917,0.846709256,0.134737188,6.284154119,3.30E-10,1.23E-07
BnaA02G0090000WE,459.1344017,0.74933118,0.222333013,3.370310008,0.000750837,0.012826792
BnaA02G0090900WE,55.82938318,1.292522588,0.25814337,5.006995103,5.53E-07,5.54E-05
BnaA02G0092000WE,41.67216054,-1.076738177,0.349132161,-3.084041797,0.002042089,0.026360704
BnaA02G0093600WE,75.77411686,0.583489739,0.204767396,2.849524634,0.004378462,0.044375736
BnaA02G0094100WE,1109.627555,-1.148383099,0.24033577,-4.778244611,1.77E-06,0.000134261
BnaA02G0096200WE,191.3625937,-0.84926675,0.179278441,-4.737138204,2.17E-06,0.000156972
BnaA02G0099800WE,2005.143541,-0.986004309,0.275706555,-3.57628171,0.000348516,0.00743929
BnaA02G0101300WE,176.8560094,0.522173487,0.141039817,3.70231256,0.000213643,0.0052163
BnaA02G0102000WE,140.7723194,0.82590335,0.214713783,3.846531595,0.000119802,0.003412594
BnaA02G0102700WE,18.37138751,1.514236745,0.417140505,3.630040062,0.000283377,0.00638673
BnaA02G0103000WE,3.690921952,-4.462883598,1.308284999,-3.411247244,0.000646664,0.011515939
BnaA02G0105100WE,27.41893692,-1.11140876,0.357721902,-3.106907221,0.001890557,0.024954606
BnaA02G0105800WE,7.142285757,-3.357836864,1.022794936,-3.283001065,0.001027083,0.01604471
BnaA02G0107100WE,14.33829881,1.703746925,0.57187911,2.979208187,0.002889944,0.033612072
BnaA02G0107300WE,52.14101665,0.847618391,0.257277983,3.294562488,0.00098575,0.015655688
BnaA02G0107500WE,308.8886689,0.962527469,0.195585389,4.921264694,8.60E-07,7.66E-05
BnaA02G0110000WE,8.385670505,2.170812427,0.701730313,3.093513828,0.001978013,0.025764446
BnaA02G0110500WE,55.59338732,-0.699972873,0.232860401,-3.005976413,0.002647295,0.03169381
BnaA02G0112300WE,3.536046473,-3.606011798,1.228189454,-2.936038723,0.003324328,0.037021875
BnaA02G0120700WE,316.2478704,-0.584482238,0.133297118,-4.384807757,1.16E-05,0.00058483
BnaA02G0121600WE,103.0252337,-1.114251671,0.248177333,-4.489739878,7.13E-06,0.000402631
BnaA02G0122100WE,120.64939,-0.50903537,0.181831527,-2.799489056,0.005118355,0.049283457
BnaA02G0122800WE,109.305464,1.827158001,0.553791209,3.299362595,0.000969047,0.015468757
BnaA02G0126400WE,697.9119857,-1.698388301,0.295803505,-5.741609794,9.38E-09,1.88E-06
BnaA02G0130700WE,11.84493054,3.998318784,1.082554983,3.693409431,0.000221267,0.005350975
BnaA02G0132400WE,24.16832753,-1.202679398,0.394345275,-3.049813132,0.002289838,0.028557898
BnaA02G0137400WE,37.46062545,-1.585233367,0.48229408,-3.286860513,0.00101311,0.015891337
BnaA02G0139400WE,134.9292446,-0.62297517,0.160644589,-3.877971701,0.000105331,0.003096603
BnaA02G0140800WE,21.64857249,-1.368017962,0.41113232,-3.327439601,0.00087648,0.014371894
BnaA02G0141300WE,452.8505287,0.572873946,0.124142695,4.61464079,3.94E-06,0.000249267
BnaA02G0141600WE,53.89609345,1.122864131,0.251756136,4.460126171,8.19E-06,0.000450091
BnaA02G0143000WE,631.4813021,-0.511097414,0.12327526,-4.145985282,3.38E-05,0.001319265
BnaA02G0143800WE,49.21950521,0.815980321,0.213856388,3.815552706,0.000135878,0.00376448
BnaA02G0146100WE,108.8329316,-0.860803255,0.211773169,-4.064741813,4.81E-05,0.001714459
BnaA02G0147100WE,99.39525033,0.614502089,0.201985832,3.042302932,0.002347755,0.029074195
BnaA02G0150500WE,639.1123633,-0.691316431,0.233982668,-2.954562556,0.003131127,0.035498381
BnaA02G0151300WE,153.6242955,-1.806635559,0.311346138,-5.802659282,6.53E-09,1.41E-06
BnaA02G0153400WE,37.79511707,1.180583828,0.288798914,4.087909521,4.35E-05,0.001598605
BnaA02G0160300WE,122.325798,0.692779631,0.201485722,3.438355944,0.000585258,0.010778937
BnaA02G0162600WE,15.93821909,1.659466695,0.4778518,3.472764347,0.000515127,0.009802318
BnaA02G0164000WE,271.5550011,-0.59993699,0.179680285,-3.338913841,0.000841066,0.013909042
BnaA02G0167000WE,98.19010655,0.757949141,0.20982147,3.612352632,0.000303432,0.006743223
BnaA02G0174800WE,67.54526552,0.772757114,0.257950479,2.995757621,0.002737639,0.032391512
BnaA02G0177200WE,89.2480414,0.591455333,0.188983912,3.129659698,0.001750089,0.02362709
BnaA02G0178100WE,90.16677899,-0.66815103,0.217730792,-3.068702512,0.002149906,0.02735497
BnaA02G0178600WE,47.32321931,-0.8129833,0.288839175,-2.814657328,0.004882927,0.047726595
BnaA02G0179400WE,60.40916816,-0.699238168,0.230960385,-3.027524262,0.002465659,0.030111851
